exon	sample1	sample2	sample3	sample4	sample5	sample6
ENSG00000004777:029	2	3	8	3	2	0
ENSG00000004777:030	3	5	10	3	4	0
ENSG00000004777:031	0	0	0	0	0	0
ENSG00000004777:032	5	7	9	5	5	1
ENSG00000004777:033	0	0	0	0	0	0
ENSG00000004777:034	0	0	0	0	0	0
ENSG00000004777:035	6	8	3	6	8	3
ENSG00000004777:036	0	0	0	0	0	0
ENSG00000004777:037	0	0	0	0	0	0
ENSG00000004777:038	0	0	0	0	0	0
ENSG00000004777:039	0	0	0	0	0	0
ENSG00000004777:040	5	5	6	5	4	1
ENSG00000004777:041	10	4	7	7	4	1
ENSG00000004777:042	9	6	6	5	6	1
ENSG00000004777:043	12	7	4	10	7	1
ENSG00000004777:044	9	6	3	7	5	1
ENSG00000004777:045	8	4	0	6	5	1
ENSG00000004777:046	7	6	1	5	3	1
ENSG00000004777:047	8	8	7	8	2	1
ENSG00000004777:048	14	17	15	12	9	2
ENSG00000004777:049	2	4	7	2	5	0
ENSG00000004777:050	16	17	18	19	13	5
ENSG00000004777:051	8	9	7	9	15	1
ENSG00000004777:052	1	4	1	2	3	1
ENSG00000004777:053	1	2	0	2	4	1
ENSG00000004777:054	0	1	0	0	1	0
ENSG00000004779:001	23	32	16	23	27	45
ENSG00000004779:002	69	86	57	64	78	102
ENSG00000004779:003	449	536	345	306	370	547
ENSG00000004779:004	0	0	0	0	0	0
ENSG00000004779:005	572	648	429	359	433	652
ENSG00000004779:006	547	630	421	356	429	640
ENSG00000004779:007	682	794	542	463	579	822
ENSG00000004779:008	738	861	599	560	664	880
ENSG00000004779:009	0	5	1	16	17	0
ENSG00000004779:010	0	0	0	0	0	0
ENSG00000004779:011	618	705	493	457	513	687
ENSG00000004779:012	236	226	164	151	159	246
ENSG00000004779:013	197	181	132	129	131	200
ENSG00000004779:014	166	149	110	96	118	169
ENSG00000004799:001	0	0	0	0	0	0
ENSG00000004799:002	0	3	4	1	0	1
ENSG00000004799:003	0	0	0	0	0	0
ENSG00000004799:004	1	1	1	1	0	0
ENSG00000004799:005	1	2	0	0	0	0
ENSG00000004799:006	1	2	0	0	0	0
ENSG00000004799:007	0	0	0	0	0	0
ENSG00000004799:008	0	0	0	0	0	0
ENSG00000004799:009	1	2	0	0	0	0
ENSG00000004799:010	0	0	1	0	0	0
ENSG00000004799:011	0	0	0	0	0	0
ENSG00000004799:012	0	0	1	0	0	0
ENSG00000004799:013	0	0	1	0	0	0
ENSG00000004799:014	0	0	0	0	0	0
ENSG00000004799:015	0	0	0	0	0	0
ENSG00000004799:016	0	0	0	0	0	0
ENSG00000004799:017	0	0	0	0	0	0
ENSG00000004799:018	0	0	0	0	0	0
ENSG00000004799:019	0	0	0	0	0	0
ENSG00000004799:020	0	0	0	0	0	0
ENSG00000004799:021	0	0	0	0	0	0
ENSG00000004809:001	0	0	0	0	0	0
ENSG00000004809:002	0	0	0	0	0	0
ENSG00000004809:003	0	0	0	0	0	0
ENSG00000004809:004	0	0	0	0	0	0
ENSG00000004809:005	0	0	0	0	0	0
ENSG00000004809:006	0	0	0	0	0	0
ENSG00000004809:007	0	0	0	0	0	0
ENSG00000004809:008	0	0	0	0	0	0
ENSG00000004809:009	0	0	0	0	0	0
ENSG00000004809:010	0	0	0	0	0	0
ENSG00000004809:011	0	0	0	0	0	0
ENSG00000004809:012	0	0	0	0	0	0
ENSG00000004809:013	0	0	0	0	0	0
ENSG00000004809:014	0	0	0	0	0	0
ENSG00000004809:015	0	0	0	0	0	0
ENSG00000004809:016	0	0	0	0	0	0
ENSG00000004809:017	0	0	0	0	0	0
ENSG00000004809:018	0	0	0	0	0	0
ENSG00000004809:019	0	0	0	0	0	0
ENSG00000004809:020	0	0	0	0	0	0
ENSG00000004809:021	0	0	0	0	0	0
ENSG00000004809:022	0	0	0	0	0	0
ENSG00000004809:023	0	0	0	0	0	0
ENSG00000004809:024	0	0	0	0	0	0
ENSG00000004838:001	0	0	0	0	0	0
ENSG00000004838:002	0	0	0	0	0	0
ENSG00000004838:003	0	0	0	0	0	0
ENSG00000004838:004	0	0	0	0	0	0
ENSG00000004838:005	0	0	0	0	0	0
ENSG00000004838:006	0	0	0	0	0	0
ENSG00000004838:007	0	0	0	0	0	0
ENSG00000004838:008	0	0	0	0	0	0
ENSG00000004838:009	0	0	0	0	0	0
ENSG00000004838:010	0	0	0	0	0	0
ENSG00000004838:011	0	0	0	0	0	0
ENSG00000004838:012	0	0	0	0	0	0
ENSG00000004838:013	0	0	0	0	0	0
ENSG00000004838:014	0	0	0	0	0	0
ENSG00000004838:015	0	0	0	0	0	0
ENSG00000004838:016	0	0	0	0	0	0
ENSG00000004838:017	0	0	0	0	0	0
ENSG00000004838:018	0	0	0	0	0	0
ENSG00000004838:019	0	0	0	0	0	0
ENSG00000004838:020	0	0	0	0	0	0
ENSG00000004838:021	0	0	0	0	2	0
ENSG00000004838:022	0	0	1	0	7	0
ENSG00000004838:023	0	0	0	0	0	0
ENSG00000004838:024	0	0	0	0	0	0
ENSG00000004838:025	0	0	1	0	6	0
ENSG00000004838:026	0	0	0	0	3	0
ENSG00000004838:027	0	0	0	0	3	0
ENSG00000004838:028	0	0	0	0	3	0
ENSG00000004838:029	0	0	0	0	0	0
ENSG00000004838:030	0	0	0	0	0	0
ENSG00000004838:031	0	0	0	0	0	0
ENSG00000004838:032	0	0	0	0	0	0
ENSG00000004846:001	0	0	0	0	0	0
ENSG00000004846:002	0	0	0	0	0	0
ENSG00000004846:003	0	0	0	0	0	0
ENSG00000004846:004	0	0	0	0	0	0
ENSG00000004846:005	0	0	0	0	0	0
ENSG00000004846:006	0	0	0	0	0	0
ENSG00000004846:007	0	0	0	0	0	0
ENSG00000004846:008	0	0	0	0	0	0
ENSG00000004846:009	0	0	0	0	0	0
ENSG00000004846:010	0	0	0	0	0	0
ENSG00000004846:011	0	0	0	0	0	0
ENSG00000004846:012	0	0	0	0	0	0
ENSG00000004846:013	0	0	0	0	0	0
ENSG00000004846:014	0	0	1	0	0	0
ENSG00000004846:015	0	0	1	0	0	0
ENSG00000004846:016	0	0	0	0	0	0
ENSG00000004846:017	0	0	2	0	0	0
ENSG00000004846:018	0	0	0	0	0	0
ENSG00000004846:019	0	0	3	0	0	0
ENSG00000004846:020	0	0	7	0	1	1
ENSG00000004846:021	0	0	0	0	0	0
ENSG00000004846:022	0	0	0	0	0	0
ENSG00000004846:023	0	0	0	0	0	0
ENSG00000004846:024	0	0	0	0	0	0
ENSG00000004846:025	0	0	0	0	0	0
ENSG00000004846:026	0	0	0	0	0	0
ENSG00000004846:027	0	0	0	0	0	0
ENSG00000004846:028	0	0	0	0	0	0
ENSG00000004846:029	0	0	0	0	0	0
ENSG00000004846:030	0	0	0	0	0	0
ENSG00000004846:031	0	0	0	0	0	0
ENSG00000004846:032	0	0	0	0	0	0
ENSG00000004846:033	0	0	0	0	0	0
ENSG00000004846:034	0	0	0	0	0	0
ENSG00000004846:035	0	0	0	0	0	0
ENSG00000004846:036	0	0	0	0	0	0
ENSG00000004846:037	0	0	0	0	0	0
ENSG00000004846:038	0	0	0	0	0	0
ENSG00000004846:039	0	0	0	0	0	0
ENSG00000004848:001	0	0	0	0	0	0
ENSG00000004848:002	0	0	0	0	0	0
ENSG00000004848:003	0	0	0	0	0	0
ENSG00000004848:004	0	0	0	0	0	0
ENSG00000004848:005	0	0	0	0	0	0
ENSG00000004864:001	0	0	0	0	0	0
ENSG00000004864:002	140	179	157	173	201	154
ENSG00000004864:003	42	59	49	40	75	56
ENSG00000004864:004	142	170	144	147	192	160
ENSG00000004864:005	58	92	62	66	70	74
ENSG00000004864:006	0	0	0	0	0	0
ENSG00000004864:007	80	97	83	96	88	85
ENSG00000004864:008	0	0	0	0	0	0
ENSG00000004864:009	77	91	83	88	89	74
ENSG00000004864:010	0	0	0	0	0	0
ENSG00000004864:011	75	110	88	88	89	75
ENSG00000004864:012	0	0	0	0	0	0
ENSG00000004864:013	0	0	0	0	0	0
ENSG00000004864:014	0	0	0	0	0	0
ENSG00000004864:015	57	82	58	73	69	62
ENSG00000004864:016	50	74	56	63	61	58
ENSG00000004864:017	72	113	88	97	102	87
ENSG00000004864:018	0	0	0	0	0	0
ENSG00000004864:019	54	84	69	74	81	72
ENSG00000004864:020	1	2	1	1	3	3
ENSG00000004864:021	58	95	71	76	87	62
ENSG00000004864:022	0	0	0	0	0	0
ENSG00000004864:023	48	96	66	70	87	68
ENSG00000004864:024	57	97	90	78	113	80
ENSG00000004864:025	46	81	76	70	92	74
ENSG00000004864:026	29	53	50	49	60	55
ENSG00000004864:027	43	84	76	74	102	87
ENSG00000004864:028	43	70	56	61	75	70
ENSG00000004864:029	55	82	58	64	81	71
ENSG00000004864:030	41	51	39	42	43	45
ENSG00000004864:031	0	0	0	0	0	0
ENSG00000004864:032	34	41	32	33	42	33
ENSG00000004864:033	20	18	16	24	24	17
ENSG00000004864:034	0	2	0	1	1	0
ENSG00000004864:035	0	0	0	0	0	0
ENSG00000004866:001	0	0	0	0	0	0
ENSG00000004866:002	1	1	7	1	7	5
ENSG00000004866:003	2	2	9	3	10	7
ENSG00000004866:004	17	10	18	8	17	17
ENSG00000004866:005	48	47	55	27	46	69
ENSG00000004866:006	59	57	67	31	53	85
ENSG00000004866:007	65	56	68	40	61	85
ENSG00000004866:008	126	121	149	85	125	161
ENSG00000004866:009	2	0	1	0	1	1
ENSG00000004866:010	3	0	1	0	2	4
ENSG00000004866:011	0	0	0	0	0	1
ENSG00000004866:012	0	0	0	0	1	2
ENSG00000004866:013	0	0	0	0	1	2
ENSG00000004866:014	0	1	0	0	2	2
ENSG00000004866:015	0	1	1	0	3	2
ENSG00000004866:016	2	10	3	1	6	10
ENSG00000004866:017	0	0	0	0	0	0
ENSG00000004866:018	0	0	0	0	0	0
ENSG00000004866:019	0	0	0	0	0	0
ENSG00000004866:020	10	9	14	4	4	8
ENSG00000004866:021	94	71	113	67	90	146
ENSG00000004866:022	70	44	77	44	55	107
ENSG00000004866:023	115	93	128	85	99	177
ENSG00000004866:024	75	68	93	59	68	110
ENSG00000004866:025	76	69	95	65	71	123
ENSG00000004866:026	61	58	69	49	57	95
ENSG00000004866:027	70	68	82	55	61	112
ENSG00000004866:028	83	88	107	58	64	141
ENSG00000004866:029	74	74	96	47	53	118
ENSG00000004866:030	111	132	150	80	87	175
ENSG00000004866:031	64	89	101	54	62	100
ENSG00000004866:032	98	111	127	67	97	147
ENSG00000004866:033	89	77	84	52	75	105
ENSG00000004866:034	145	134	143	83	116	183
ENSG00000004866:035	0	0	0	0	0	0
ENSG00000004866:036	114	111	117	80	78	133
ENSG00000004866:037	101	103	122	82	81	140
ENSG00000004866:038	0	0	0	0	0	0
ENSG00000004866:039	0	0	0	0	0	0
ENSG00000004866:040	0	0	0	0	0	0
ENSG00000004866:041	0	0	0	0	0	0
ENSG00000004866:042	79	96	106	65	87	116
ENSG00000004866:043	0	0	0	0	0	4
ENSG00000004866:044	81	110	124	72	100	128
ENSG00000004866:045	53	72	80	44	60	80
ENSG00000004866:046	0	0	0	0	0	0
ENSG00000004866:047	0	0	0	0	0	0
ENSG00000004866:048	0	0	0	0	0	0
ENSG00000004866:049	0	0	0	0	0	0
ENSG00000004866:050	110	125	146	86	105	152
ENSG00000004866:051	68	68	78	40	53	86
ENSG00000004866:052	0	0	0	0	0	0
ENSG00000004866:053	66	72	78	39	54	82
ENSG00000004866:054	102	111	129	66	90	125
ENSG00000004866:055	80	89	111	49	78	101
ENSG00000004866:056	93	96	138	64	99	143
ENSG00000004866:057	112	108	164	61	116	134
ENSG00000004866:058	220	203	237	114	181	229
ENSG00000004866:059	39	48	45	34	51	92
ENSG00000004866:060	3	0	0	0	0	3
ENSG00000004866:061	2	0	0	0	0	3
ENSG00000004897:001	1909	2147	1215	937	1682	607
ENSG00000004897:002	463	549	288	232	448	150
ENSG00000004897:003	387	429	213	184	385	118
ENSG00000004897:004	278	290	150	140	271	95
ENSG00000004897:005	331	357	209	167	333	121
ENSG00000004897:006	547	473	318	261	558	212
ENSG00000004897:007	553	396	315	249	519	205
ENSG00000004897:008	369	250	201	154	338	130
ENSG00000004897:009	413	307	230	202	405	152
ENSG00000004897:010	8	7	5	7	16	3
ENSG00000004897:011	327	233	179	169	312	118
ENSG00000004897:012	421	313	246	205	411	148
ENSG00000004897:013	559	409	290	276	510	198
ENSG00000004897:014	581	383	289	271	509	187
ENSG00000004897:015	524	374	254	275	476	167
ENSG00000004897:016	554	442	260	297	520	162
ENSG00000004897:017	598	482	296	325	534	172
ENSG00000004897:018	0	0	0	0	0	0
ENSG00000004897:019	0	0	0	0	0	0
ENSG00000004897:020	612	482	322	307	553	192
ENSG00000004897:021	153	169	88	77	141	59
ENSG00000004897:022	594	450	330	276	559	204
ENSG00000004897:023	394	291	226	180	357	136
ENSG00000004897:024	325	242	186	143	276	110
ENSG00000004897:025	0	0	0	0	0	0
ENSG00000004897:026	505	363	274	220	441	164
ENSG00000004897:027	309	228	162	134	287	99
ENSG00000004897:028	498	367	245	236	449	164
ENSG00000004897:029	29	22	14	19	36	17
ENSG00000004897:030	354	258	158	159	322	111
ENSG00000004897:031	404	318	188	198	362	134
ENSG00000004897:032	355	289	162	186	311	129
ENSG00000004897:033	0	0	0	0	0	0
ENSG00000004897:034	0	0	0	0	0	0
ENSG00000004897:035	447	356	191	237	362	163
ENSG00000004897:036	444	329	217	220	389	165
ENSG00000004897:037	297	220	158	166	271	112
ENSG00000004897:038	407	318	214	256	390	150
ENSG00000004897:039	388	310	205	223	363	118
ENSG00000004897:040	559	462	282	281	529	174
ENSG00000004897:041	515	444	285	244	508	179
ENSG00000004897:042	447	368	253	197	439	166
ENSG00000004897:043	418	368	232	184	431	162
ENSG00000004897:044	510	418	273	223	483	171
ENSG00000004897:045	294	227	154	137	252	92
ENSG00000004897:046	0	0	0	0	0	0
ENSG00000004897:047	304	243	149	154	276	89
ENSG00000004897:048	233	180	102	121	201	64
ENSG00000004897:049	0	13	0	9	2	1
ENSG00000004897:050	168	133	77	86	152	50
ENSG00000004897:051	101	95	49	68	100	30
ENSG00000004897:052	28	40	15	21	26	9
ENSG00000004897:053	9	11	5	8	6	6
ENSG00000004897:054	9	11	5	7	6	6
ENSG00000004897:055	5	8	3	1	4	4
ENSG00000004897:056	4	5	0	1	1	4
ENSG00000004897:057	2	3	0	0	1	1
ENSG00000004897:058	0	0	0	0	0	0
ENSG00000004939:001	0	0	0	0	0	0
ENSG00000004939:002	0	0	0	0	0	0
ENSG00000004939:003	0	0	0	0	0	0
ENSG00000004939:004	0	0	0	0	0	0
ENSG00000004939:005	0	0	0	0	0	0
ENSG00000004939:006	0	0	0	0	0	0
ENSG00000004939:007	0	0	0	0	0	0
ENSG00000004939:008	0	0	0	0	0	0
ENSG00000004939:009	0	0	0	0	0	0
ENSG00000004939:010	0	0	0	0	0	0
ENSG00000004939:011	0	0	0	0	0	0
ENSG00000004939:012	0	0	0	0	0	0
ENSG00000004939:013	0	0	0	0	0	0
ENSG00000004939:014	0	0	0	0	0	0
ENSG00000004939:015	0	0	0	0	0	0
ENSG00000004939:016	0	0	0	0	0	0
ENSG00000004939:017	0	0	0	0	0	0
ENSG00000004939:018	0	0	0	0	0	0
ENSG00000004939:019	0	0	0	0	0	0
ENSG00000004939:020	0	0	0	0	0	0
ENSG00000004939:021	0	0	0	0	0	0
ENSG00000004939:022	0	0	0	0	0	0
ENSG00000004939:023	0	0	0	0	0	0
ENSG00000004939:024	0	0	0	0	0	0
ENSG00000004939:025	0	0	0	0	0	0
ENSG00000004939:026	0	0	0	0	0	0
ENSG00000004939:027	0	0	0	0	0	0
ENSG00000004948:001	0	0	0	0	0	0
ENSG00000004948:002	0	0	0	0	0	0
ENSG00000004948:003	0	0	0	0	0	0
ENSG00000004948:004	0	0	0	0	0	0
ENSG00000004948:005	0	0	0	0	0	0
ENSG00000004948:006	0	0	0	0	0	0
ENSG00000004948:007	0	0	0	0	0	0
ENSG00000004948:008	0	0	0	0	0	0
ENSG00000004948:009	0	0	0	0	0	0
ENSG00000004948:010	0	0	0	0	0	0
ENSG00000004948:011	0	0	0	0	0	0
ENSG00000004948:012	0	0	0	0	0	0
ENSG00000004948:013	0	0	0	0	0	0
ENSG00000004948:014	0	0	0	0	0	0
ENSG00000004948:015	0	0	0	0	0	0
ENSG00000004948:016	0	0	0	0	0	0
ENSG00000004948:017	0	0	0	0	0	0
ENSG00000004948:018	0	0	0	0	0	0
ENSG00000004948:019	0	0	0	0	0	0
ENSG00000004948:020	0	0	0	0	0	0
ENSG00000004948:021	0	0	0	0	0	0
ENSG00000004948:022	0	0	0	0	0	0
ENSG00000004948:023	0	0	0	0	0	0
ENSG00000004961:001	16	20	20	9	14	10
ENSG00000004961:002	27	25	32	15	20	12
ENSG00000004961:003	87	69	91	41	84	40
ENSG00000004961:004	121	108	124	69	124	65
ENSG00000004961:005	120	100	98	74	131	62
ENSG00000004961:006	316	295	296	223	339	164
ENSG00000004961:007	361	343	325	249	397	195
ENSG00000004961:008	344	340	311	253	415	181
ENSG00000004961:009	322	310	297	250	384	163
ENSG00000004961:010	258	270	263	214	331	149
ENSG00000004961:011	321	312	358	275	391	199
ENSG00000004961:012	312	369	483	282	382	252
ENSG00000004975:001	5	7	9	17	29	12
ENSG00000004975:002	158	228	175	118	275	105
ENSG00000004975:003	76	115	64	56	127	52
ENSG00000004975:004	103	138	86	71	145	47
ENSG00000004975:005	5	1	0	0	7	0
ENSG00000004975:006	63	83	49	37	100	28
ENSG00000004975:007	79	111	75	40	96	40
ENSG00000004975:008	59	91	53	26	71	31
ENSG00000004975:009	3	5	2	0	2	2
ENSG00000004975:010	81	139	76	45	100	50
ENSG00000004975:011	45	103	54	40	77	41
ENSG00000004975:012	55	92	55	37	73	40
ENSG00000004975:013	0	1	1	0	1	0
ENSG00000004975:014	0	0	0	0	0	0
ENSG00000004975:015	45	73	53	34	70	33
ENSG00000004975:016	46	75	64	40	90	36
ENSG00000004975:017	30	63	56	33	78	30
ENSG00000004975:018	1	8	11	0	2	4
ENSG00000004975:019	0	0	0	0	0	0
ENSG00000004975:020	0	0	0	0	0	0
ENSG00000004975:021	51	95	74	51	107	42
ENSG00000004975:022	39	73	63	40	86	39
ENSG00000004975:023	42	78	66	46	89	39
ENSG00000004975:024	77	118	91	65	139	61
ENSG00000004975:025	50	75	53	39	71	37
ENSG00000004975:026	0	0	0	0	0	0
ENSG00000004975:027	0	0	0	0	0	0
ENSG00000004975:028	51	78	54	41	71	37
ENSG00000004975:029	51	82	50	39	72	39
ENSG00000004975:030	65	92	58	49	88	46
ENSG00000004975:031	0	0	2	0	0	0
ENSG00000004975:032	0	0	2	1	0	0
ENSG00000004975:033	0	0	2	1	0	0
ENSG00000004975:034	73	123	76	54	118	56
ENSG00000004975:035	0	0	2	0	1	0
ENSG00000004975:036	95	134	82	67	154	67
ENSG00000004975:037	0	0	2	0	0	0
ENSG00000004975:038	46	58	32	29	70	23
ENSG00000004975:039	75	91	73	61	131	39
ENSG00000004975:040	53	72	51	49	101	30
ENSG00000004975:041	31	38	40	33	70	22
ENSG00000004975:042	72	100	80	78	149	54
ENSG00000004975:043	47	82	59	59	97	43
ENSG00000004975:044	0	0	0	0	0	0
ENSG00000004975:045	70	82	60	63	95	49
ENSG00000004975:046	58	67	54	50	73	40
ENSG00000004975:047	2	3	3	3	3	1
ENSG00000004975:048	82	103	81	76	122	55
ENSG00000004975:049	49	69	37	41	86	25
ENSG00000004975:050	26	29	13	21	47	11
ENSG00000004975:051	34	32	19	28	62	14
ENSG00000004975:052	5	1	2	4	4	2
ENSG00000005001:001	0	0	0	0	0	0
ENSG00000005001:002	0	0	0	0	0	0
ENSG00000005001:003	1	1	0	0	1	0
ENSG00000005001:004	1	1	0	0	0	0
ENSG00000005001:005	0	1	0	0	0	0
ENSG00000005001:006	0	1	0	0	1	0
ENSG00000005001:007	0	0	0	0	0	0
ENSG00000005001:008	0	0	0	0	0	0
ENSG00000005001:009	1	0	0	0	1	0
ENSG00000005001:010	1	0	0	0	1	0
ENSG00000005001:011	2	0	0	0	1	0
ENSG00000005001:012	2	0	0	0	0	0
ENSG00000005001:013	2	0	0	0	0	0
ENSG00000005001:014	1	0	0	0	0	0
ENSG00000005001:015	0	0	0	0	0	0
ENSG00000005001:016	0	0	0	0	0	0
ENSG00000005001:017	0	0	0	0	0	0
ENSG00000005001:018	0	0	0	0	0	0
ENSG00000005001:019	0	0	0	0	0	0
ENSG00000005001:020	0	0	0	0	0	0
ENSG00000005001:021	0	0	0	0	0	0
ENSG00000005001:022	0	0	0	0	0	0
ENSG00000005001:023	0	0	0	0	0	0
ENSG00000005001:024	0	0	0	0	0	0
ENSG00000005001:025	0	0	0	0	0	0
ENSG00000005007:001	53	40	54	18	32	40
ENSG00000005007:002	387	390	511	217	286	217
ENSG00000005007:003	0	0	0	0	0	0
ENSG00000005007:004	242	252	313	143	192	132
ENSG00000005007:005	209	213	281	111	156	124
ENSG00000005007:006	0	0	0	0	0	0
ENSG00000005007:007	1	1	6	2	0	1
ENSG00000005007:008	1	8	12	7	1	2
ENSG00000005007:009	0	0	0	0	0	0
ENSG00000005007:010	0	0	0	0	0	0
ENSG00000005007:011	0	0	0	0	0	0
ENSG00000005007:012	0	0	0	0	1	0
ENSG00000005007:013	277	277	438	149	183	170
ENSG00000005007:014	144	127	222	66	92	74
ENSG00000005007:015	218	221	348	103	152	118
ENSG00000005007:016	228	257	338	105	180	146
ENSG00000005007:017	0	0	0	0	0	0
ENSG00000005007:018	176	198	282	91	139	113
ENSG00000005007:019	144	160	222	72	110	99
ENSG00000005007:020	159	181	276	95	130	114
ENSG00000005007:021	138	147	239	79	114	92
ENSG00000005007:022	154	172	260	93	128	102
ENSG00000005007:023	120	137	208	77	99	78
ENSG00000005007:024	176	193	295	111	136	103
ENSG00000005007:025	16	23	29	7	15	11
ENSG00000005007:026	194	228	311	125	172	114
ENSG00000005007:027	209	242	285	127	181	135
ENSG00000005007:028	163	166	220	82	123	106
ENSG00000005007:029	238	250	342	106	193	176
ENSG00000005007:030	0	0	0	0	0	0
ENSG00000005007:031	148	159	245	65	126	119
ENSG00000005007:032	195	225	299	107	171	150
ENSG00000005007:033	5	11	3	0	6	0
ENSG00000005007:034	261	299	397	151	228	170
ENSG00000005007:035	229	267	344	130	190	144
ENSG00000005007:036	239	300	349	150	223	155
ENSG00000005007:037	270	343	424	161	252	172
ENSG00000005007:038	10	1	18	0	7	1
ENSG00000005007:039	227	242	334	100	184	141
ENSG00000005007:040	266	249	374	144	209	156
ENSG00000005007:041	243	248	382	148	201	142
ENSG00000005007:042	0	0	0	0	0	0
ENSG00000005007:043	256	289	406	170	233	168
ENSG00000005007:044	191	207	298	122	166	113
ENSG00000005007:045	244	290	431	137	214	165
ENSG00000005007:046	0	0	0	0	0	0
ENSG00000005007:047	287	315	466	150	223	185
ENSG00000005007:048	236	228	307	121	182	140
ENSG00000005007:049	1360	1421	1973	707	1105	789
ENSG00000005007:050	1	5	6	1	4	3
ENSG00000005020:001	1227	607	941	1291	1152	2155
ENSG00000005020:002	217	100	154	204	185	383
ENSG00000005020:003	147	70	92	140	127	261
ENSG00000005020:004	161	62	120	157	153	237
ENSG00000005020:005	115	42	76	105	115	166
ENSG00000005020:006	132	44	102	118	144	196
ENSG00000005020:007	178	62	156	157	184	281
ENSG00000005020:008	125	45	116	113	141	216
ENSG00000005020:009	0	0	0	0	0	0
ENSG00000005020:010	94	33	80	85	104	169
ENSG00000005020:011	167	75	151	158	172	275
ENSG00000005020:012	121	60	112	136	127	215
ENSG00000005020:013	130	56	100	122	130	216
ENSG00000005020:014	143	69	114	171	161	275
ENSG00000005020:015	0	0	0	0	0	0
ENSG00000005020:016	3	5	14	10	13	16
ENSG00000005020:017	0	0	0	0	0	0
ENSG00000005020:018	176	73	149	205	191	324
ENSG00000005020:019	0	0	0	0	0	0
ENSG00000005020:020	119	52	100	131	120	233
ENSG00000005020:021	164	73	150	186	176	336
ENSG00000005020:022	3	0	3	0	7	8
ENSG00000005020:023	9	0	2	0	6	0
ENSG00000005020:024	0	0	0	0	0	0
ENSG00000005020:025	0	0	0	0	0	0
ENSG00000005020:026	184	79	181	209	174	373
ENSG00000005020:027	64	24	58	74	53	122
ENSG00000005020:028	73	27	66	83	61	142
ENSG00000005020:029	1	0	0	0	0	0
ENSG00000005020:030	0	0	0	0	0	0
ENSG00000005020:031	0	0	0	0	0	0
ENSG00000005022:001	100	59	119	88	80	45
ENSG00000005022:002	439	225	464	332	350	214
ENSG00000005022:003	1080	570	1143	836	856	514
ENSG00000005022:004	0	0	0	0	0	0
ENSG00000005022:005	1175	668	1299	918	936	557
ENSG00000005022:006	2719	1606	3158	2212	2189	1358
ENSG00000005022:007	0	0	0	0	0	0
ENSG00000005022:008	3	0	0	2	3	0
ENSG00000005022:009	1446	891	1692	1207	1200	784
ENSG00000005022:010	947	574	1101	773	801	499
ENSG00000005022:011	1435	840	1680	1106	1180	723
ENSG00000005022:012	1098	638	1295	899	894	581
ENSG00000005059:001	0	0	1	2	0	2
ENSG00000005059:002	0	0	1	2	1	2
ENSG00000005059:003	35	38	55	54	66	55
ENSG00000005059:004	0	0	0	0	0	0
ENSG00000005059:005	0	0	0	0	0	0
ENSG00000005059:006	30	40	65	60	72	54
ENSG00000005059:007	40	51	73	63	77	64
ENSG00000005059:008	25	26	29	27	35	35
ENSG00000005059:009	39	45	44	36	57	55
ENSG00000005059:010	0	0	0	0	0	0
ENSG00000005059:011	55	51	48	38	69	62
ENSG00000005059:012	0	0	0	0	0	0
ENSG00000005059:013	0	0	0	0	0	0
ENSG00000005059:014	57	45	62	52	70	61
ENSG00000005059:015	1	5	2	11	5	12
ENSG00000005059:016	45	37	42	61	48	47
ENSG00000005059:017	58	54	47	67	69	63
ENSG00000005059:018	142	128	155	154	205	146
ENSG00000005073:001	0	0	0	0	0	0
ENSG00000005073:002	0	0	0	0	0	0
ENSG00000005073:003	0	0	0	0	0	0
ENSG00000005073:004	0	0	0	0	0	0
ENSG00000005073:005	0	0	0	0	0	0
ENSG00000005073:006	0	0	0	0	0	0
ENSG00000005075:001	554	702	177	676	518	300
ENSG00000005075:002	769	967	208	923	735	456
ENSG00000005075:003	24	32	2	34	29	21
ENSG00000005075:004	485	622	109	532	455	286
ENSG00000005075:005	219	279	53	247	207	133
ENSG00000005075:006	188	253	49	206	175	119
ENSG00000005075:007	20	21	7	20	12	9
ENSG00000005100:001	548	309	619	569	781	689
ENSG00000005100:002	33	13	48	42	52	44
ENSG00000005100:003	203	121	234	215	281	246
ENSG00000005100:004	194	110	176	164	261	196
ENSG00000005100:005	75	40	74	70	115	82
ENSG00000005100:006	110	55	135	112	161	120
ENSG00000005100:007	87	50	90	102	134	98
ENSG00000005100:008	89	43	79	98	132	80
ENSG00000005100:009	104	60	112	132	149	108
ENSG00000005100:010	83	57	98	106	124	90
ENSG00000005100:011	109	76	102	139	145	119
ENSG00000005100:012	109	63	86	125	141	116
ENSG00000005100:013	2	3	3	1	15	10
ENSG00000005100:014	128	68	103	126	148	125
ENSG00000005100:015	71	53	72	76	106	78
ENSG00000005100:016	102	73	103	99	149	94
ENSG00000005100:017	64	41	64	66	91	51
ENSG00000005100:018	47	28	45	62	74	48
ENSG00000005100:019	36	19	26	34	47	37
ENSG00000005102:001	0	0	0	0	0	0
ENSG00000005102:002	0	0	0	0	0	0
ENSG00000005102:003	0	0	0	0	0	0
ENSG00000005102:004	0	0	0	0	0	0
ENSG00000005102:005	0	0	0	0	0	0
ENSG00000005102:006	0	0	0	0	0	0
ENSG00000005102:007	0	0	0	0	0	0
ENSG00000005102:008	0	0	0	0	0	0
ENSG00000005102:009	0	0	0	0	0	0
